Title,URL,Description,Level,Status,Review,Tags,Slugs
VideoX: Creating Video for the edX Platform,https://www.edx.org/course/videox-creating-video-for-the-edx-platform,Learn the best and most efficient ways to create video content for the edX platform.,Beginner,Paid,,"Video Production, Video Editing, eLearning, edX platform, Online Education, Distance Learning, Educational Video, Instructional Design, Learning Management System (LMS), Open Educational Resources (OER), Massive Open Online Course (MOOC), Video for Education, Educational Technology, Asynchronous Learning, Self-paced Learning, Video-Based Learning, Interactive Learning, Gamification, Microlearning, Educational Video Production, Video Storytelling",videox creating video for the edx platform video production video editing elearning edx platform online education distance learning educational video instructional design learning management system (lms) open educational resources (oer) massive open online course (mooc) video for education educational technology asynchronous learning self-paced learning video-based learning interactive learning gamification microlearning educational video production video storytelling beginner
MathTrackX: Probability,https://www.edx.org/course/mathtrackx-probability,Understand probability and how it manifests in the world around us.,Beginner,Paid,,"Probability Theory, Random Variables, Probability Distributions, Statistical Inference, Bayesian Analysis, Markov Chains, Queueing Theory, Simulation, Stochastic Processes, Time Series Analysis, Statistical Modeling, Machine Learning, Data Science, Artificial Intelligence, Analytics",mathtrackx probability probability theory random variables probability distributions statistical inference bayesian analysis markov chains queueing theory simulation stochastic processes time series analysis statistical modeling machine learning data science artificial intelligence analytics beginner
Sign Language Science: Factors Contributing to Natural Change,https://www.edx.org/course/factors-contributing-to-natural-change,"This course describes how we use historical data to demonstrate language change. While earliest indications suggest that the origin of a signed language began as a gestural form, it has evolved as it was handed down.",Beginner,Paid,,"Sign Language Linguistics, Language Evolution, Language Change, Language Contact, Linguistic Anthropology, Historical Linguistics, Sociolinguistics, Variation and Change in Language, Language Acquisition, Language Processing",sign language science factors contributing to natural change sign language linguistics language evolution language change language contact linguistic anthropology historical linguistics sociolinguistics variation and change in language language acquisition language processing beginner
Accounting System Structure and Information Management,https://www.edx.org/course/accounting-system-structure-and-information-management,Get introduced to accounting concepts and learn how accountants measure income and record transactions.,Beginner,Paid,,"Accounting, Accounting Systems, Information Management, Financial Reporting, Financial Accounting, Management Accounting, Auditing, Data Analysis, Business Intelligence, Enterprise Resource Planning (ERP), Internal Control",accounting system structure and information management accounting accounting systems information management financial reporting financial accounting management accounting auditing data analysis business intelligence enterprise resource planning (erp) internal control beginner
Sustainable Development: The Post-Capitalist Order,https://www.edx.org/course/sustainable-development-the-post-capitalist-order,"Sustainable development represents a shift from our current system of inequitable capitalism to one that prioritizes prosperity for all, while remaining conscious of its environmental impact and sustainability for future generations. Learn why sustainable development has been adopted by countries and multilateral organizations around the world, and how this approach is transforming the way we live, work, and govern our planet.",Beginner,Paid,,"Sustainable Development, Post-Capitalism, Environmental Sustainability, Economic Sustainability, Social Sustainability, Climate Change, Renewable Energy, Sustainable Agriculture, Sustainable Urbanization, Environmental Economics, Ecological Economics, Green Economy, Sustainable Investment, Corporate Social Responsibility, Socially Responsible Investing, Sustainable Supply Chains, Sustainable Tourism, Sustainable Education, Sustainable Healthcare",sustainable development the post-capitalist order sustainable development post-capitalism environmental sustainability economic sustainability social sustainability climate change renewable energy sustainable agriculture sustainable urbanization environmental economics ecological economics green economy sustainable investment corporate social responsibility socially responsible investing sustainable supply chains sustainable tourism sustainable education sustainable healthcare beginner
"Health Law, Policy, and Advocacy",https://www.edx.org/course/health-law-policy-and-advocacy,"Explore important issues in health law. Discover how health policies are developed, adopted and implemented, as well as the factors that influence this process.",Intermediate,Paid,,"Health Law, Health Policy, Advocacy, Healthcare Law, Public Health Law, Legal Issues in Healthcare, Health Policy Analysis, Health Advocacy, Medical Law, Ethics, Regulatory Compliance, Health Insurance, Healthcare Reform, Global Health Law, Comparative Health Law, Health Information Technology Law, Health Care Finance, Legal Research, Legal Writing",health law policy and advocacy health law health policy advocacy healthcare law public health law legal issues in healthcare health policy analysis health advocacy medical law ethics regulatory compliance health insurance healthcare reform global health law comparative health law health information technology law health care finance legal research legal writing intermediate
Introduction to Haptics,https://www.edx.org/course/introduction-to-haptics,"Participants in this course will learn how to build, program, and control haptic devices, which are mechatronic devices that allow users to feel virtual or remote environments.",Beginner,Paid,,"Haptic Technology, Haptic Perception, Haptic Devices, Haptic Feedback, Haptic Rendering, Human-Computer Interaction, Virtual Reality, Augmented Reality, Gaming, Industrial , Medical , Psychophysics, Sensory Neuroscience",introduction to haptics haptic technology haptic perception haptic devices haptic feedback haptic rendering human-computer interaction virtual reality augmented reality gaming industrial  medical  psychophysics sensory neuroscience beginner
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,https://www.edx.org/course/decision-making-under-uncertainty-introduction-to,Don't let the absence of data or the lack of appropriate data affect your decision-making. Learn how expert opinion can be used rigorously for uncertainty quantification.,Beginner,Paid,,"Decision Theory, Uncertainty Modeling, Expert Judgment, Structured Expert Judgment, Risk Analysis, Bayesian Analysis, Subjective Probability, Decision Making, Knowledge Elicitation",decision making under uncertainty introduction to structured expert judgment decision theory uncertainty modeling expert judgment structured expert judgment risk analysis bayesian analysis subjective probability decision making knowledge elicitation beginner
AP® Calculus BC,https://www.edx.org/course/ap-calculus-bc-2,Learn AP® Calculus BC topics from highly respected AP Calculus instructors to prepare for the AP® Calculus BC exam.,Beginner,Paid,,"Calculus, AP Calculus, AP Calculus BC, Differential Calculus, Integral Calculus, Limits, Derivatives, Integrals, Series, Sequences, of Calculus",ap® calculus bc calculus ap calculus ap calculus bc differential calculus integral calculus limits derivatives integrals series sequences of calculus beginner
Advanced Linear Algebra: Foundations to Frontiers,https://www.edx.org/course/advanced-linear-algebra-foundations-to-frontiers,Learn advanced linear algebra for computing.,Advanced,Paid,,"Linear Algebra, Matrix Theory, Vector Spaces, Eigenvalues and Eigenvectors, Orthogonalization, Projections, Tensor Analysis, Differential Geometry, Algebraic Topology, Symplectic Geometry, Lie Groups, Representation Theory, Harmonic Analysis",advanced linear algebra foundations to frontiers linear algebra matrix theory vector spaces eigenvalues and eigenvectors orthogonalization projections tensor analysis differential geometry algebraic topology symplectic geometry lie groups representation theory harmonic analysis advanced
Understanding Political Concepts,https://www.edx.org/course/understanding-political-concepts,"This course offers an exciting journey through political science concepts. Understand key concepts like party, bureaucracy, andconstitution by using new methods developed for scholars and students; including the innovative ""Hyperpolitics"" tool.",Beginner,Paid,,"Political Theory, Political Ideologies, Political Institutions, Political Processes, Political Behavior, Political Economy, Comparative Politics, International Relations, Political Philosophy, Public Policy, Political Methodology, Political History",understanding political concepts political theory political ideologies political institutions political processes political behavior political economy comparative politics international relations political philosophy public policy political methodology political history beginner
How to Code: Complex Data,https://www.edx.org/course/how-to-code-complex-data,This course is part of a MicroMasters® Program,Beginner,Paid,,Data Science Data Analysis Big Data Machine Learning Data Mining Statistical Modeling Data Visualization Data Warehousing Data Engineering NoSQL Databases Hadoop,how to code complex data data science data analysis big data machine learning data mining statistical modeling data visualization data warehousing data engineering nosql databases hadoop beginner
Hypersonics – from Shock Waves to Scramjets,https://www.edx.org/course/hypersonics-from-shock-waves-to-scramjets-2,Understand flight at speeds greater than Mach 5 and discover how to analyse the performance of a scramjet.,Advanced,Paid,,Hypersonics Shock Waves Scramjets Supersonic Flight Computational Fluid Dynamics Aerospace Engineering Propulsion Aerodynamics High-Temperature Materials Gas Dynamics,hypersonics – from shock waves to scramjets hypersonics shock waves scramjets supersonic flight computational fluid dynamics aerospace engineering propulsion aerodynamics high-temperature materials gas dynamics advanced
Micro and Nanofabrication (MEMS),https://www.edx.org/course/micro-and-nanofabrication-mems,Learn the fundamentals of microfabrication and nanofabrication by using the most effective techniques in a cleanroom environment.,Advanced,Paid,,Micro and Nanofabrication (MEMS)  MEMS (Microelectromechanical Systems) Nanofabrication Microsystems Microelectronics Nanotechnology Semiconductor Processing MEMS Design MEMS Manufacturing Microfluidics Sensors and Actuators MEMS  Device Fabrication Materials Science Thin Films Micromachining Chemical Vapor Deposition Lithography Etching Characterization Techniques,micro and nanofabrication (mems) micro and nanofabrication (mems)  mems (microelectromechanical systems) nanofabrication microsystems microelectronics nanotechnology semiconductor processing mems design mems manufacturing microfluidics sensors and actuators mems  device fabrication materials science thin films micromachining chemical vapor deposition lithography etching characterization techniques advanced
Scientific Methods and Research,https://www.edx.org/course/scientific-methods-and-research,Learn how to conduct research based on scientific methodology and analyze scientific articles and conduct experiments.,Intermediate,Paid,,"Scientific Methods, Research Methods, Research Design, Data Analysis, Statistics, Hypothesis Testing, Experimental Design, Observational Studies, Qualitative Research, Quantitative Research, Mixed Methods Research, Research Ethics, Research Integrity, Research Dissemination, Grant Writing, Research Funding",scientific methods and research scientific methods research methods research design data analysis statistics hypothesis testing experimental design observational studies qualitative research quantitative research mixed methods research research ethics research integrity research dissemination grant writing research funding intermediate
Customer Centric Marketing for Entrepreneurs,https://www.edx.org/course/customer-centric-marketing-for-entrepreneurs,Design a marketing campaign and learn how to create brand excitement and attract engaged customers!,Intermediate,Paid,,"Customer Centricity, Marketing Strategy, Customer Relationship Management (CRM), Customer Experience (CX), Entrepreneurship, Small Business Marketing, Digital Marketing, Content Marketing, Social Media Marketing, Data-Driven Marketing, Growth Marketing, Customer Success, Value Proposition, Customer Journey Mapping, Marketing Automation, Segmentation and Targeting, Personalization, Brand Building, Customer Loyalty, Customer Advocacy",customer centric marketing for entrepreneurs customer centricity marketing strategy customer relationship management (crm) customer experience (cx) entrepreneurship small business marketing digital marketing content marketing social media marketing data-driven marketing growth marketing customer success value proposition customer journey mapping marketing automation segmentation and targeting personalization brand building customer loyalty customer advocacy intermediate
Dog Behavior: Problems and Solutions,https://www.edx.org/course/dog-behavior-problems-and-solutions,Have you ever wondered why your dog behaves a certain way? Learn the science behind a dog’s behavior and how to critically evaluate different techniques of dog training.,Intermediate,Paid,,"Dog Behavior, Dog Training, Animal Behavior, Canine Behavior, Dog Psychology, Behavior Problems, Dog Training Techniques, Dog Behavior Therapy, Dog Behavior Modification, Dog Obedience, Dog Aggression, Dog Anxiety, Dog Fear, Dog Socialization, Dog Communication",dog behavior problems and solutions dog behavior dog training animal behavior canine behavior dog psychology behavior problems dog training techniques dog behavior therapy dog behavior modification dog obedience dog aggression dog anxiety dog fear dog socialization dog communication intermediate
The Business of Mining,https://www.edx.org/course/the-business-of-mining,"Learn the theory behind running a mine and see if you've got what it takes to explore, plan, operate and close a mining operation.",Beginner,Paid,,Business Strategy Management Finance Supply Chain Management MarketingMining- Mining Engineering Exploration and Extraction Mineral Processing Mining Law and Regulations Environmental ManagementBusiness in Mining Project Feasibility Assessment Financial Modeling and Investment Analysis Human Resources and Labor Management Marketing and Sales Strategies Risk Management and Sustainability Technical Report Writing Business Model Development Financial Analysis and Forecasting Regulatory Compliance Stakeholder RelationsSpecialized Knowledge Mining Geology Rock Mechanics Ore Processing Exploration Geophysics Sustainable Mining Practices Leadership and Management Communication and Negotiation Skills Problem-Solving and Critical Thinking Global Business Acumen Cross-Cultural Awareness,the business of mining business strategy management finance supply chain management marketingmining- mining engineering exploration and extraction mineral processing mining law and regulations environmental managementbusiness in mining project feasibility assessment financial modeling and investment analysis human resources and labor management marketing and sales strategies risk management and sustainability technical report writing business model development financial analysis and forecasting regulatory compliance stakeholder relationsspecialized knowledge mining geology rock mechanics ore processing exploration geophysics sustainable mining practices leadership and management communication and negotiation skills problem-solving and critical thinking global business acumen cross-cultural awareness beginner
"Social Work Practice in Community Organization, Management and Policy/Evaluation",https://www.edx.org/course/social-work-practice-in-community-organization-man,Learn about macro social work and how to have large scale impact on entire communities and systems of care.,Advanced,Paid,,"Social Work, Community Organizing, Community Management, Policy Evaluation, Public Policy, Social Policy, Community Development, Social Justice, Advocacy, Leadership and Management, Project Management, Evaluation Research, Social Work Research, Community Engagement, Empowerment, Collaboration, Systems Thinking, Sustainable Development",social work practice in community organization management and policy/evaluation social work community organizing community management policy evaluation public policy social policy community development social justice advocacy leadership and management project management evaluation research social work research community engagement empowerment collaboration systems thinking sustainable development advanced
The Business of Aging in the Longevity Economy,https://www.edx.org/course/the-business-of-aging-in-the-longevity-economy,"The Business of Aging in the Longevity Economy will introduce you to the interdisciplinary field of aging, important concepts of senior living administration, and to the master of science degree at Georgetown University in Aging & Health. This three-module course is appropriate for anyone interested in learning about aging personally or professionally, including college graduates who are interested in aging social and policy issues as well as mid-career or encore-career students who seek professional advancement or a shift in the career track.",Beginner,Paid,,Longevity Economy Aging Industry Senior Care Healthcare Technology Population Health Management Ageism Senior Housing Retirement Planning Longevity Risk Intergenerational Collaboration,the business of aging in the longevity economy longevity economy aging industry senior care healthcare technology population health management ageism senior housing retirement planning longevity risk intergenerational collaboration beginner
Understanding the Australian Health Care System,https://www.edx.org/course/understanding-the-australian-health-care-system,Understand and navigate the complexities of Australia’s world-leading health care system by following patient journeys.,Beginner,Paid,,Australian Healthcare Healthcare Policy Healthcare Economics Public Health Medicare (Australia) Private Health Insurance Pharmaceutical Benefits Scheme Aged Care Disability Care Mental Health Primary Health Care Hospital Care Medical Research,understanding the australian health care system australian healthcare healthcare policy healthcare economics public health medicare (australia) private health insurance pharmaceutical benefits scheme aged care disability care mental health primary health care hospital care medical research beginner
Age of Sustainable Development,https://www.edx.org/course/age-of-sustainable-development,"Learn the basics of sustainable development -- what it is, why it's important and how we can achieve it.",Intermediate,Paid,,"Sustainable Development, Environmental Policy, Climate Change, Renewable Energy, Green Technology, Sustainable Business Practices, Environmental Justice, Global Development, Intergenerational Equity, Corporate Social Responsibility",age of sustainable development sustainable development environmental policy climate change renewable energy green technology sustainable business practices environmental justice global development intergenerational equity corporate social responsibility intermediate
Internationalization: Creating Digital Content for the World,https://www.edx.org/course/internationalization-creating-digital-content-for,Learn how a digital product becomes world-ready: how does it need to be designed for worldwide release without altering its code for each market? Who needs to be involved in which stages of the process? How do you doassure quality for world-readiness?,Advanced,Paid,,"Content Internationalization, Digital Content Creation, Global Digital Content, Localization, Transcreation, International Marketing, Cross-Cultural Communication, Global Business, Diversity and Inclusion, Accessibility",internationalization creating digital content for the world content internationalization digital content creation global digital content localization transcreation international marketing cross-cultural communication global business diversity and inclusion accessibility advanced
Multi-Object Tracking for Automotive Systems,https://www.edx.org/course/multi-object-tracking-for-automotive-systems,Learn how to localize and track dynamic objects with a range of applications including autonomous vehicles,Advanced,Paid,,"Object Tracking, Computer Vision, Autonomous Vehicles, Vehicle Detection, Radar Sensors, Camera Sensors, Machine Learning, Object Recognition, Multi-Object Tracking, Vehicle Safety, Advanced Driver Assistance Systems (ADAS), Automotive Engineering, Robotics, Industrial Automation, Computer Graphics, Image Processing, Artificial Intelligence",multi-object tracking for automotive systems object tracking computer vision autonomous vehicles vehicle detection radar sensors camera sensors machine learning object recognition multi-object tracking vehicle safety advanced driver assistance systems (adas) automotive engineering robotics industrial automation computer graphics image processing artificial intelligence advanced
Economics and Policies in a Biobased Economy,https://www.edx.org/course/economics-and-policies-in-a-biobased-economy,Lead your company to make the switch to biobased resources and build a profitable sustainable business. Learn how to deal with the economics and policies governing this transition and the implementation and learn how to measure the outcome.,Advanced,Paid,,Economics Bioeconomics Circular Economy Environmental Economics Industrial Ecology Market Analysis Policy Analysis Resource Economics Sustainability EconomicsPolicies Bioenergy Policy Bioproduct Policy Environmental Policy Green Deal Innovation Policy Regional Development Rural Development Sustainability PolicyBiobased Economy Biomass Utilization Bioeconomy Transition Biofuels Biomaterials Biorefineries Green Chemistry Renewable Resources Sustainable Agriculture,economics and policies in a biobased economy economics bioeconomics circular economy environmental economics industrial ecology market analysis policy analysis resource economics sustainability economicspolicies bioenergy policy bioproduct policy environmental policy green deal innovation policy regional development rural development sustainability policybiobased economy biomass utilization bioeconomy transition biofuels biomaterials biorefineries green chemistry renewable resources sustainable agriculture advanced
Strategic Leadership in Healthcare,https://www.edx.org/course/strategic-leadership-in-healthcare,"Develop your own leadership style, while also coaching and mentoring teams to promote individual growth and improve organizational outcomes.",Intermediate,Paid,,Essential  Healthcare Administration Strategic Planning Leadership Development Healthcare Management Healthcare PolicyIndustry- Hospital Administration Healthcare Informatics Clinical Leadership Population Health Management Value-Based Care Decision-Making Communication Negotiation Visionary Thinking Team BuildingContextual  Healthcare Environment Regulatory Compliance Financial Management Patient-Centered Care Technological Advancements Business Management Public Health Policy Analysis Behavioral Health Leadership in Healthcare Healthcare Leadership Strategic Management in Healthcare Healthcare Strategy Healthcare Innovation Change Management in Healthcare Risk Management in Healthcare,strategic leadership in healthcare essential  healthcare administration strategic planning leadership development healthcare management healthcare policyindustry- hospital administration healthcare informatics clinical leadership population health management value-based care decision-making communication negotiation visionary thinking team buildingcontextual  healthcare environment regulatory compliance financial management patient-centered care technological advancements business management public health policy analysis behavioral health leadership in healthcare healthcare leadership strategic management in healthcare healthcare strategy healthcare innovation change management in healthcare risk management in healthcare intermediate
Terrorism and Counterterrorism: An Introduction,https://www.edx.org/course/terrorism-and-counterterrorism-an-introduction,"What is the danger of terrorism, and how can the world respond effectively? This is an abridged version of the full course.",Beginner,Paid,,Terrorism Counterterrorism Extremism Radicalization Intelligence Analysis Threat Assessment Surveillance and Intelligence Gathering Risk Management and Mitigation Crisis Response and Recovery Law Enforcement and National Security Diplomacy and NegotiationsPolitical and Social Dimensions Foreign Policy and Diplomacy Domestic Security and Civil Liberties The Role of the Media and Public Perception Terrorism and Terrorism Financing Global and Regional TrendsHistorical and Theoretical Foundations History of Terrorism Theories of Terrorism Ideological Drivers of Terrorism Counterterrorism Strategies and PoliciesContemporary Issues Cyberterrorism and Digital Threats The Rise of Lone Wolf Attacks Terrorism and Migration The Role of Artificial Intelligence and TechnologyAdditional Relevant  Public Safety and Emergency Management Criminology and Criminal Justice International Relations Homeland Security Peace and Conflict Studies Security Management,terrorism and counterterrorism an introduction terrorism counterterrorism extremism radicalization intelligence analysis threat assessment surveillance and intelligence gathering risk management and mitigation crisis response and recovery law enforcement and national security diplomacy and negotiationspolitical and social dimensions foreign policy and diplomacy domestic security and civil liberties the role of the media and public perception terrorism and terrorism financing global and regional trendshistorical and theoretical foundations history of terrorism theories of terrorism ideological drivers of terrorism counterterrorism strategies and policiescontemporary issues cyberterrorism and digital threats the rise of lone wolf attacks terrorism and migration the role of artificial intelligence and technologyadditional relevant  public safety and emergency management criminology and criminal justice international relations homeland security peace and conflict studies security management beginner
Exploring Psychology's Core Concepts|走进心理学,https://www.edx.org/course/exploring-psychologys-core-concepts,Howdo you interpretThe Da Vinci Code? Isa sleepwalker aware of themselves? Islanguage before the mind or the contrary? This course will answerthese questions and more with psychology theories. ,Beginner,Paid,,Psychology Cognitive Psychology Developmental Psychology Educational Psychology Social Psychology Personality Psychology Abnormal Psychology Clinical Psychology Neuroscience Biological Psychology Quantitative Methods in Psychology Research Methods in Psychology走进心理学 Introduction to Psychology History of Psychology Theoretical Perspectives in Psychology of Psychology Careers in Psychology Mental Health Cognitive Processes Social Interactions Personality and Individual Differences Psychological Assessment Psychological Interventions,exploring psychology's core concepts|走进心理学 psychology cognitive psychology developmental psychology educational psychology social psychology personality psychology abnormal psychology clinical psychology neuroscience biological psychology quantitative methods in psychology research methods in psychology走进心理学 introduction to psychology history of psychology theoretical perspectives in psychology of psychology careers in psychology mental health cognitive processes social interactions personality and individual differences psychological assessment psychological interventions beginner
Creating Virtual Reality (VR) Apps,https://www.edx.org/course/creating-virtual-reality-vr-apps-2,This course is part of a Professional Certificate,Intermediate,Paid,,"Virtual Reality (VR), VR Development, VR , VR Game Development, VR Simulation, VR Healthcare, VR Education, VR Training, VR User Experience (UX), VR Headsets, VR Software, VR Hardware, VR Industry, VR Best Practices, VR Design, VR Prototyping",creating virtual reality (vr) apps virtual reality (vr) vr development vr  vr game development vr simulation vr healthcare vr education vr training vr user experience (ux) vr headsets vr software vr hardware vr industry vr best practices vr design vr prototyping intermediate
Steps in Japanese for Beginners2 Part1,https://www.edx.org/course/steps-in-japanese-for-beginners2-part1-2,Learn casual expressions which are used among people who know each other well and the small talk which helps build personal relationships.,Beginner,Paid,,Japanese Language Beginner Japanese Japanese Language Learning Hiragana Katakana Basic Japanese Grammar Japanese Vocabulary Conversational Japanese Japanese for Travel Japanese for Business Japanese Culture Japanese History Japanese Cuisine Japanese Literature Japanese Music Japanese Art Nihongo,steps in japanese for beginners2 part1 japanese language beginner japanese japanese language learning hiragana katakana basic japanese grammar japanese vocabulary conversational japanese japanese for travel japanese for business japanese culture japanese history japanese cuisine japanese literature japanese music japanese art nihongo beginner
Dynamics and Control,https://www.edx.org/course/dynamics-and-control,"This is an interactive course about the basic concepts of Systems, Control and their impact in all the human activities.",Beginner,Paid,,Control Systems Dynamical Systems Feedback Control Robotics Mathematical Modeling System Identification Optimal Control Stability and Performance Analysis Linear Systems Nonlinear Systems Distributed Control Model Predictive Control Kalman Filtering Robotics Mechatronics Aerospace Engineering Electrical Engineering Mechanical Engineering,dynamics and control control systems dynamical systems feedback control robotics mathematical modeling system identification optimal control stability and performance analysis linear systems nonlinear systems distributed control model predictive control kalman filtering robotics mechatronics aerospace engineering electrical engineering mechanical engineering beginner
Finding Your Cybersecurity Career Path,https://www.edx.org/course/finding-your-cybersecurity-career-path,Learn about different career pathways in cybersecurity and complete a self-assessment project to better understand the right path for you.,Beginner,Paid,,"Cybersecurity, Career Development, Information Security, Cybersecurity Jobs, Job Search, Cybersecurity Industry, Cybersecurity Training, IT Careers, Cybersecurity Education, Cybersecurity Certification",finding your cybersecurity career path cybersecurity career development information security cybersecurity jobs job search cybersecurity industry cybersecurity training it careers cybersecurity education cybersecurity certification beginner
Mechanics: Rotational Dynamics,https://www.edx.org/course/mechanics-rotational-dynamics,"Learn about rotational dynamics, rigid bodies and moment of inertia in this calculus-based physics course.",Intermediate,Paid,,"Rotational Motion, Angular Displacement, Angular Velocity, Angular Acceleration, Torque, Moment of Inertia, Conservation of Angular Momentum, Gyroscopes, Centripetal Force, Centrifugal Force, Planetary Motion, Kepler's Laws, Satellite Dynamics, Mechanics",mechanics rotational dynamics rotational motion angular displacement angular velocity angular acceleration torque moment of inertia conservation of angular momentum gyroscopes centripetal force centrifugal force planetary motion kepler's laws satellite dynamics mechanics intermediate
Applying Health Coaching in Patient Care,https://www.edx.org/course/applying-health-coaching-in-patient-care,Learn essential coaching techniques to assist patients with behavior and lifestyle modifications.,Beginner,Paid,,"Health Coaching, Patient Care, Behavioral Change, Motivational Interviewing, Patient Education, Chronic Disease Management, Health Promotion, Wellness, Self-Management, Health Behavior Change",applying health coaching in patient care health coaching patient care behavioral change motivational interviewing patient education chronic disease management health promotion wellness self-management health behavior change beginner
Databases: Modeling and Theory,https://www.edx.org/course/modeling-and-theory,"This course is one of five self-paced courses on the topic of Databases, originating as one of Stanford's three inaugural massive open online courses released in the fall of 2011. The original ""Databases"" courses are now all available on edx.org.",Beginner,Paid,,Databases Database Modeling Database Theory Data Structures SQL Data Integrity Database Design Database Management Systems (DBMS) Data Normalization Relational Databases Entity-Relationship Modeling (ERM) Transactions Query Optimization Big Data NoSQL Cloud Databases,databases modeling and theory databases database modeling database theory data structures sql data integrity database design database management systems (dbms) data normalization relational databases entity-relationship modeling (erm) transactions query optimization big data nosql cloud databases beginner
"Islamic Banking: Principles, Practice and Risk Management",https://www.edx.org/course/islamic-banking-principles-practice-and-risk-manag,Learn about principles and practices of Islamic banking and its related risk management concepts.,Beginner,Paid,,Islamic Finance Sharia Banking Principles of Islamic Banking Islamic Banking Operations Risk Management in Islamic Banking Islamic Financial Instruments Takaful Sukuk Islamic Credit Cards Islamic Mortgages,islamic banking principles practice and risk management islamic finance sharia banking principles of islamic banking islamic banking operations risk management in islamic banking islamic financial instruments takaful sukuk islamic credit cards islamic mortgages beginner
Software Construction: Object-Oriented Design,https://www.edx.org/course/software-construction-object-oriented-design,This course is part of a MicroMasters® Program,Intermediate,Paid,,"Object-Oriented Programming (OOP), Software Design, Software Architecture, Design Patterns, UML, Agile Development, Java, C++, Python",software construction object-oriented design object-oriented programming (oop) software design software architecture design patterns uml agile development java c++ python intermediate
"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",https://www.edx.org/course/identity-in-hyperledger-aries-indy-and-ursa,"Learn how Hyperledger Aries, Indy and Ursa add a necessary layer of trust to the Internet, creating and using independent digital identities rooted on blockchains or other distributed ledgers.",Beginner,Paid,,"Blockchain Development, Hyperledger Fabric, Hyperledger Aries, Hyperledger Ursa, Hyperledger Indy, Decentralized Identity, Self-Sovereign Identity, Digital Identity Management, Privacy-Preserving Technologies, Distributed Ledger Technology",introduction to hyperledger sovereign identity blockchain solutions indy aries  ursa blockchain development hyperledger fabric hyperledger aries hyperledger ursa hyperledger indy decentralized identity self-sovereign identity digital identity management privacy-preserving technologies distributed ledger technology beginner
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,https://www.edx.org/course/cwr-1861-1865-a-new-birth-of-freedom,"Learn about the political, social, and economic changes in the Union and the Confederacy and the Civil War’s long-term economic and intellectual impact.",Beginner,Paid,,American History Civil War Reconstruction Slavery Emancipation 19th Century History United States History American Civil War Post-Civil War Birth of Freedom,the civil war and reconstruction - 1861 - 1865 a new birth of freedom american history civil war reconstruction slavery emancipation 19th century history united states history american civil war post-civil war birth of freedom beginner
Innovation Strategies for Electric Mobility: The StreetScooter Case,https://www.edx.org/course/innovation-strategies-for-electric-mobility-the-st,Help your organization develop the strategies needed to become a front-runner of innovation in electric mobility and beyond.,Intermediate,Paid,,Electric Mobility Innovation Electric Vehicles StreetScooter Sustainable Transportation Automotive Industry Technology Strategy Business Strategy Case Studies Industry Analysis,innovation strategies for electric mobility the streetscooter case electric mobility innovation electric vehicles streetscooter sustainable transportation automotive industry technology strategy business strategy case studies industry analysis intermediate
Sustainable Energy,https://www.edx.org/course/sustainable-energy,"Learn to critically analyze modern energy technologies from engineering and socio-political perspectives, and gain the skills necessary to help the world meet rising energy demand while reducing carbon dioxide and other greenhouse gas emissions driving climate change",Advanced,Paid,,"Renewable Energy, Solar Energy, Wind Energy, Geothermal Energy, Hydropower, Biomass Energy, Energy Efficiency, Energy Conservation, Energy Policy, Climate Change, Sustainability",sustainable energy renewable energy solar energy wind energy geothermal energy hydropower biomass energy energy efficiency energy conservation energy policy climate change sustainability advanced
Designing and Leading Learning Systems,https://www.edx.org/course/designing-and-leading-learning-systems,"Learn leading strategies for educational innovation to improve practice, raise student performance, and reduce achievement gaps.",Advanced,Paid,,"Learning System Design, Learning System Leadership, Instructional Design, Educational Leadership, Curriculum Development, Pedagogical Foundations, Technology Integration, Educational Technology, Educational Change Management, Human Resource Development, Organizational Development, Learning and Development, Training and Development, Instructional Delivery, Learning Assessment, Learner Engagement, Educational Innovation, Leadership in Education",designing and leading learning systems learning system design learning system leadership instructional design educational leadership curriculum development pedagogical foundations technology integration educational technology educational change management human resource development organizational development learning and development training and development instructional delivery learning assessment learner engagement educational innovation leadership in education advanced
How the U.S. Government Works & How to Get Involved,https://www.edx.org/course/how-the-us-government-works-how-to-get-involved,"This is not your average government class: Our primer offers an overview of the basics, how they apply today, plus the tools you need to make your voice heard.",Beginner,Paid,,"Government Structure, Legislative Branch, Executive Branch, Judicial Branch, Federalism, Checks and Balances, Separation of Powers, Citizen Participation, Voting, Lobbying, Public Policy, Civic Education, Government Reform, Politics, Current Events",how the u.s. government works  how to get involved government structure legislative branch executive branch judicial branch federalism checks and balances separation of powers citizen participation voting lobbying public policy civic education government reform politics current events beginner
