Title,URL,Description,Level,Status,Review,Tags,Slugs
Natural Language Processing with Sequence Models,https://www.coursera.org/learn/sequence-models-in-nlp,"Natural Language Processing with Sequence Models Course by DeepLearning.AI, by 4.5 stars, by 1.1K reviews, provide skills Artificial Neural Networks, Deep Learning, Machine Learning etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.5,"Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Statistical Programming, Python Programming",natural language processing with sequence models artificial neural networks deep learning machine learning natural language processing statistical programming python programming intermediate
Miracles of Human Language: An Introduction to Linguistics,https://www.coursera.org/learn/human-language,,,Paid,,,
Corporate & Commercial Law I: Contracts & Employment Law,https://www.coursera.org/learn/corporate-commercial-law-part1,"Corporate & Commercial Law I: Contracts & Employment Law Course by University of Illinois at Urbana-Champaign, by 4.8 stars, by 1.1K reviews, provide skills Contract Management, Critical Thinking, Leadership and Management etc... Intermediate level 1 - 3 Months",Intermediate,Paid,4.8,"Contract Management, Critical Thinking, Leadership and Management, Regulations and Compliance, Business Communication, Decision Making, Employee Relations, Negotiation, Human Resources, Strategy and Operations",corporate  commercial law i contracts  employment law contract management critical thinking leadership and management regulations and compliance business communication decision making employee relations negotiation human resources strategy and operations intermediate
Introduction to AI in the Data Center,https://www.coursera.org/learn/introduction-to-ai-in-the-data-center,"Introduction to AI in the Data Center Course by NVIDIA, by 4.7 stars, by 48 reviews, provide skills Deep Learning, Machine Learning etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.7,"Deep Learning, Machine Learning",introduction to ai in the data center deep learning machine learning beginner
Medical Billing and Coding Essentials,https://www.coursera.org/learn/medical-billing-coding-essentials,,,Paid,,,
Sales and CRM Overview,https://www.coursera.org/learn/sales-and-crm-overview,"Sales and CRM Overview Course by Salesforce, Pathstream, by 4.6 stars, by 938 reviews, provide skills Customer Relationship Management, Sales, Sales Systems etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.6,"Customer Relationship Management, Sales, Sales Systems, B2B Sales, Customer Success, Databases, Marketing, Salesforce, Leadership and Management, Operations Management",sales and crm overview customer relationship management sales sales systems b2b sales customer success databases marketing salesforce leadership and management operations management beginner
Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming,"Introduction to Computer Science and Programming Specialization by University of London, Goldsmiths, University of London, by 4.2 stars, by 1.4K reviews, provide skills Mathematical Theory & Analysis, Mathematics, Problem Solving etc... Beginner level 3 - 6 Months",Beginner,Paid,4.2,"Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript",introduction to computer science and programming mathematical theory  analysis mathematics problem solving algebra calculus computer networking applied mathematics critical thinking theoretical computer science computer programming javascript beginner
Become an EMT,https://www.coursera.org/specializations/become-an-emt,"Become an EMT Specialization by University of Colorado System, by 4.8 stars, by 2.3K reviews, provide skills Leadership and Management, Communication etc... Beginner level 3 - 6 Months",Beginner,Paid,4.8,"Leadership and Management, Communication",become an emt leadership and management communication beginner
Sustainable Fashion,https://www.coursera.org/learn/sustainable-fashion,,,Paid,,,
Supply Chain Excellence,https://www.coursera.org/specializations/supply-chain-excellence,"Supply Chain Excellence new Specialization by Rutgers the State University of New Jersey, by 4.7 stars, by 338 reviews, provide skills Supply Chain Systems, Supply Chain and Logistics, Data Analysis etc... Advanced level 3 - 6 Months",Advanced,Paid,4.7,"Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Planning, Business Analysis, Business Process Management, Inventory Management, Operations Management, Process Analysis, Estimation, Forecasting, Leadership and Management, Microsoft Excel, Operational Analysis, Probability & Statistics, Spreadsheet Software, Performance Management, Product Management, Project Management, Finance, Procurement",supply chain excellence supply chain systems supply chain and logistics data analysis planning business analysis business process management inventory management operations management process analysis estimation forecasting leadership and management microsoft excel operational analysis probability  statistics spreadsheet software performance management product management project management finance procurement advanced
Foundations of Software Testing and Validation,https://www.coursera.org/learn/foundations-of-software-testing-and-validation,"Foundations of Software Testing and Validation Course by University of Leeds, by 4.7 stars, by 120 reviews, provide skills Software Testing etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.7,Software Testing,foundations of software testing and validation software testing beginner
International Law in Action: the Arbitration of International Disputes,https://www.coursera.org/learn/arbitration-international-disputes,,,Paid,,,
Introduction to Computers and Operating Systems and Security,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security,"Introduction to Computers and Operating Systems and Security Course by Microsoft, by 4.8 stars, by 635 reviews, provide skills Cloud Computing, Computer Architecture, Operating Systems etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.8,"Cloud Computing, Computer Architecture, Operating Systems, System Security",introduction to computers and operating systems and security cloud computing computer architecture operating systems system security beginner
Introduction to Public Relations and the Media,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,"Introduction to Public Relations and the Media Specialization by University of Colorado Boulder, by 4.7 stars, by 407 reviews, provide skills Communication, Public Relations, Media Strategy & Planning etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Critical Thinking, Journalism, Writing",introduction to public relations and the media communication public relations media strategy  planning strategy brand management leadership and management marketing strategy and operations planning social media critical thinking journalism writing beginner
American Contract Law I,https://www.coursera.org/learn/contracts-1,"American Contract Law I free Course by Yale University, by 4.9 stars, by 874 reviews, provide skills Contract Management etc... Beginner level 1 - 3 Months",Beginner,Paid,4.9,Contract Management,american contract law i contract management beginner
Dino 101: Dinosaur Paleobiology,https://www.coursera.org/learn/dino101,,,Paid,,,
International Organizations Management,https://www.coursera.org/learn/international-organizations-management,"International Organizations Management free Course by University of Geneva, by 4.8 stars, by 1.8K reviews, provide skills Entrepreneurship, Leadership and Management, Business Psychology etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Entrepreneurship, Leadership and Management, Business Psychology, Organizational Development, Collaboration, Communication, Marketing, Sales, Strategy, Strategy and Operations",international organizations management entrepreneurship leadership and management business psychology organizational development collaboration communication marketing sales strategy strategy and operations beginner
People Analytics,https://www.coursera.org/learn/wharton-people-analytics,"People Analytics Course by University of Pennsylvania, by 4.6 stars, by 6K reviews, provide skills Data Analysis, Human Resources, Human Resources Operations etc... Mixed level 1 - 4 Weeks",All,Paid,4.6,"Data Analysis, Human Resources, Human Resources Operations, Leadership and Management, Organizational Development, People Analysis, People Management, Performance Management, Talent Management, People Development, Collaboration",people analytics data analysis human resources human resources operations leadership and management organizational development people analysis people management performance management talent management people development collaboration all
Developing Front-End Apps with React,https://www.coursera.org/learn/developing-frontend-apps-with-react,"Developing Front-End Apps with React Course by IBM, by 4.3 stars, by 359 reviews, provide skills Front-End Web Development, Javascript, React (web framework) etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.3,"Front-End Web Development, Javascript, React (web framework), Web Development",developing front-end apps with react front-end web development javascript react (web framework) web development intermediate
"Sequences, Time Series and Prediction",https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,"Sequences, Time Series and Prediction Course by DeepLearning.AI, by 4.7 stars, by 4.9K reviews, provide skills Machine Learning, Forecasting, Tensorflow etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.7,"Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Data Visualization, Statistical Analysis, Statistical Machine Learning",sequences time series and prediction machine learning forecasting tensorflow applied machine learning deep learning artificial neural networks human learning data visualization statistical analysis statistical machine learning intermediate
TensorFlow: Data and Deployment,https://www.coursera.org/specializations/tensorflow-data-and-deployment,"TensorFlow: Data and Deployment Specialization by DeepLearning.AI, by 4.6 stars, by 1.4K reviews, provide skills Machine Learning, Applied Machine Learning, Deep Learning etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.6,"Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Algorithms, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Human Learning, iOS Development",tensorflow data and deployment machine learning applied machine learning deep learning tensorflow computer programming javascript artificial neural networks python programming data model machine learning algorithms machine learning software mobile development web development computer vision mobile development tools extract transform load human learning ios development intermediate
Psychological Research,https://www.coursera.org/specializations/psychological-research,"Psychological Research Specialization by American Psychological Association, by 4.7 stars, by 61 reviews, provide skills Data Analysis, General Statistics, Research and Design etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Data Analysis, General Statistics, Research and Design, Training",psychological research data analysis general statistics research and design training beginner
Introduction to Sustainability,https://www.coursera.org/learn/sustainability,,,Paid,,,
Python and Statistics for Financial Analysis,https://www.coursera.org/learn/python-statistics-financial-analysis,"Python and Statistics for Financial Analysis free Course by The Hong Kong University of Science and Technology, by 4.4 stars, by 4K reviews, provide skills Basic Descriptive Statistics, Computer Programming, Data Analysis etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.4,"Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, Data Analysis Software, General Statistics, Statistical Programming, Data Visualization",python and statistics for financial analysis basic descriptive statistics computer programming data analysis finance financial analysis probability  statistics python programming statistical analysis data analysis software general statistics statistical programming data visualization intermediate
Introduction to Programming with MATLAB,https://www.coursera.org/learn/matlab,"Introduction to Programming with MATLAB Course by Vanderbilt University, by 4.8 stars, by 17K reviews, provide skills Computer Programming, Matlab, Problem Solving etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Computer Programming, Matlab, Problem Solving, Programming Principles",introduction to programming with matlab computer programming matlab problem solving programming principles beginner
Advanced Machine Learning on Google Cloud,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,"Advanced Machine Learning on Google Cloud Specialization by Google Cloud, by 4.5 stars, by 1.4K reviews, provide skills Machine Learning, Google Cloud Platform, Applied Machine Learning etc... Advanced level 3 - 6 Months",Advanced,Paid,4.5,"Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms",advanced machine learning on google cloud machine learning google cloud platform applied machine learning human learning machine learning algorithms natural language processing machine learning software cloud computing artificial neural networks tensorflow cloud platforms advanced
AI for Medical Diagnosis,https://www.coursera.org/learn/ai-for-medical-diagnosis,"AI for Medical Diagnosis Course by DeepLearning.AI, by 4.7 stars, by 1.9K reviews, provide skills Machine Learning, Artificial Neural Networks, Deep Learning etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.7,"Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",ai for medical diagnosis machine learning artificial neural networks deep learning python programming statistical programming intermediate
Dog Emotion and Cognition,https://www.coursera.org/learn/dog-emotion-and-cognition,,,Paid,,,
Biology Meets Programming: Bioinformatics for Beginners,https://www.coursera.org/learn/bioinformatics,"Biology Meets Programming: Bioinformatics for Beginners free Course by University of California San Diego, by 4.2 stars, by 1.5K reviews, provide skills Bioinformatics, Computational Thinking, Problem Solving etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.2,"Bioinformatics, Computational Thinking, Problem Solving, Biostatistics, Computational Logic, Critical Thinking",biology meets programming bioinformatics for beginners bioinformatics computational thinking problem solving biostatistics computational logic critical thinking beginner
AI Engineering,https://www.coursera.org/specializations/ai-engineering,"AI Engineering new Specialization by Scrimba, by 4.6 stars, by 8 reviews, provide skills Computer Programming etc... Intermediate level 1 - 3 Months",Intermediate,Paid,4.6,Computer Programming,ai engineering computer programming intermediate
Introdução ao Controle de Sistemas,https://www.coursera.org/learn/controle,"Introdução ao Controle de Sistemas free Course by Instituto Tecnológico de Aeronáutica, by 4.9 stars, by 1.2K reviews, provide skills Mathematics, Systems Design etc... Mixed level 1 - 4 Weeks",All,Paid,4.9,"Mathematics, Systems Design",introdução ao controle de sistemas mathematics systems design all
Organizational Change and Culture for Adopting Google Cloud,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,"Organizational Change and Culture for Adopting Google Cloud Specialization by Google Cloud, by 4.7 stars, by 3.6K reviews, provide skills Leadership and Management, Strategy and Operations, Cloud Computing etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Leadership and Management, Strategy and Operations, Cloud Computing, Business Transformation, Collaboration, DevOps, Communication, Innovation, Product Development, Strategy, Design and Product, Organizational Development, Change Management, Business Analysis, Customer Analysis, Data Analysis, Data Management, Entrepreneurship, Google Cloud Platform, Product Management, Cloud Platforms, Continuous Delivery, Culture, Google App Engine",organizational change and culture for adopting google cloud leadership and management strategy and operations cloud computing business transformation collaboration devops communication innovation product development strategy design and product organizational development change management business analysis customer analysis data analysis data management entrepreneurship google cloud platform product management cloud platforms continuous delivery culture google app engine beginner
Coaching Skills for Managers,https://www.coursera.org/specializations/coaching-skills-manager,"Coaching Skills for Managers Specialization by University of California, Davis, by 4.8 stars, by 2.6K reviews, provide skills Leadership and Management, Human Resources, Communication etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.8,"Leadership and Management, Human Resources, Communication, Employee Relations, People Management, Leadership Development, People Development, Performance Management, Professional Development, Organizational Development, Talent Management, Business Psychology, Emotional Intelligence, Problem Solving, Training, People Analysis, Entrepreneurship, Strategy and Operations, Human Resources Operations",coaching skills for managers leadership and management human resources communication employee relations people management leadership development people development performance management professional development organizational development talent management business psychology emotional intelligence problem solving training people analysis entrepreneurship strategy and operations human resources operations intermediate
Using Python to Access Web Data,https://www.coursera.org/learn/python-network-data,"Using Python to Access Web Data Course by University of Michigan, by 4.8 stars, by 44K reviews, provide skills Computer Programming, Computer Programming Tools, Programming Principles etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Computer Programming, Computer Programming Tools, Programming Principles, Python Programming, Data Structures, Web Development, Web Development Tools, Computer Networking, HTML and CSS, Other Web Frameworks",using python to access web data computer programming computer programming tools programming principles python programming data structures web development web development tools computer networking html and css other web frameworks beginner
Introduction to English Common Law,https://www.coursera.org/learn/intro-common-law,,,Paid,,,
"Energy Production, Distribution & Safety",https://www.coursera.org/specializations/energy-industry,,,Paid,,,
Unilever Digital Marketing Analyst,https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst,"Unilever Digital Marketing Analyst new Professional Certificate by Unilever, by 5.0 stars, by 7 reviews, provide skills Machine Learning etc... Beginner level 3 - 6 Months",Beginner,Paid,5.0,Machine Learning,unilever digital marketing analyst machine learning beginner
Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone,"Applied Data Science Capstone Course by IBM, by 4.7 stars, by 6.9K reviews, provide skills Python Programming, Data Analysis, Machine Learning etc... Intermediate level 1 - 3 Months",Intermediate,Paid,4.7,"Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Exploratory Data Analysis",applied data science capstone python programming data analysis machine learning algorithms computer programming data science exploratory data analysis intermediate
Financial Acumen for Non-Financial Managers,https://www.coursera.org/learn/finance-healthcare-managers,"Financial Acumen for Non-Financial Managers Course by University of Pennsylvania, by 4.5 stars, by 900 reviews, provide skills Finance, Financial Analysis, Financial Management etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.5,"Finance, Financial Analysis, Financial Management, Accounting, Accounts Payable and Receivable, Business Analysis, Financial Accounting, General Accounting, Management Accounting, Leadership and Management",financial acumen for non-financial managers finance financial analysis financial management accounting accounts payable and receivable business analysis financial accounting general accounting management accounting leadership and management beginner
Data Modeling in Power BI,https://www.coursera.org/learn/data-modeling-in-power-bi,"Data Modeling in Power BI new Course by Microsoft, by 4.2 stars, by 246 reviews, provide skills Data Analysis, Data Model, Data Visualization etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.2,"Data Analysis, Data Model, Data Visualization, Power BI",data modeling in power bi data analysis data model data visualization power bi beginner
CAD and Digital Manufacturing,https://www.coursera.org/specializations/cad-design-digital-manufacturing,"CAD and Digital Manufacturing Specialization by Autodesk, by 4.7 stars, by 5K reviews, provide skills Design and Product, Product Design, Feature Engineering etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.7,"Design and Product, Product Design, Feature Engineering, Computer Graphics, Interactive Design, Computer Graphic Techniques, Graphics Software, Research and Design, Software Engineering Tools, Graphic Design, Visualization (Computer Graphics), Hardware Design, Product Development, Visual Design, Geometry, User Experience Design, Strategy and Operations, Communication, Decision Making, Product Management, System Software, Collaboration, Computer Programming, Other Cloud Platforms and Tools",cad and digital manufacturing design and product product design feature engineering computer graphics interactive design computer graphic techniques graphics software research and design software engineering tools graphic design visualization (computer graphics) hardware design product development visual design geometry user experience design strategy and operations communication decision making product management system software collaboration computer programming other cloud platforms and tools intermediate
Competitive Strategy and Organization Design,https://www.coursera.org/specializations/competitive-strategy,"Competitive Strategy and Organization Design Specialization by Ludwig-Maximilians-Universität München (LMU), by 4.7 stars, by 3.6K reviews, provide skills Strategy, Strategy and Operations, Leadership and Management etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.7,"Strategy, Strategy and Operations, Leadership and Management, Marketing, Business Development, Business Design, Entrepreneurship, Human Resources, Organizational Development, Sales, Market Analysis, Product Strategy, Decision Making, Finance, Game Theory, Human Resources Operations, Innovation, Research and Design, Design and Product, Mergers & Acquisitions, Planning",competitive strategy and organization design strategy strategy and operations leadership and management marketing business development business design entrepreneurship human resources organizational development sales market analysis product strategy decision making finance game theory human resources operations innovation research and design design and product mergers  acquisitions planning intermediate
Agile Leadership,https://www.coursera.org/specializations/agile-leadership-change-management,"Agile Leadership Specialization by University of Colorado System, by 4.8 stars, by 2.4K reviews, provide skills Leadership and Management, Business Psychology, Entrepreneurship etc... Beginner level 3 - 6 Months",Beginner,Paid,4.8,"Leadership and Management, Business Psychology, Entrepreneurship, Communication, Strategy and Operations, Leadership Development, Change Management, Organizational Development, Project Management, Adaptability, Collaboration, Emotional Intelligence, Human Resources, Resilience, Business Transformation, Strategy, Business Communication, Professional Development, Scrum (Software Development)",agile leadership leadership and management business psychology entrepreneurship communication strategy and operations leadership development change management organizational development project management adaptability collaboration emotional intelligence human resources resilience business transformation strategy business communication professional development scrum (software development) beginner
Food & Beverage Management,https://www.coursera.org/learn/food-beverage-management,"Food & Beverage Management free Course by Università Bocconi, by 4.8 stars, by 4.4K reviews, provide skills Design and Product, Marketing, Business Analysis etc... Mixed level 1 - 3 Months",All,Paid,4.8,"Design and Product, Marketing, Business Analysis, Customer Analysis, Product Marketing, Product Strategy, Brand Management, Communication, Entrepreneurship, Leadership and Management, Sales, Strategy",food  beverage management design and product marketing business analysis customer analysis product marketing product strategy brand management communication entrepreneurship leadership and management sales strategy all
Meta AR Developer,https://www.coursera.org/professional-certificates/meta-ar-developer,"Meta AR Developer Professional Certificate by Meta, by 4.5 stars, by 128 reviews, provide skills Javascript etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.5,Javascript,meta ar developer javascript intermediate
Microsoft Azure Security Engineer Associate (AZ-500),https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate,,,Paid,,,
Microsoft Power Platform Fundamentals,https://www.coursera.org/learn/microsoft-power-platform-fundamentals,"Microsoft Power Platform Fundamentals Course by Microsoft, by 4.3 stars, by 116 reviews, provide skills Business Analysis, Business Intelligence, Cloud Applications etc... Beginner level 1 - 3 Months",Beginner,Paid,4.3,"Business Analysis, Business Intelligence, Cloud Applications, Interactive Data Visualization, Application Development, Business Development, Data Model, Design and Product, Power BI, Software As A Service, User Experience Design, Data Analysis, Data Visualization",microsoft power platform fundamentals business analysis business intelligence cloud applications interactive data visualization application development business development data model design and product power bi software as a service user experience design data analysis data visualization beginner
User Interface Design,https://www.coursera.org/specializations/user-interface-design,"User Interface Design Specialization by University of Minnesota, by 4.6 stars, by 1.7K reviews, provide skills Human Computer Interaction, User Experience, Research and Design etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.6,"Human Computer Interaction, User Experience, Research and Design, User Experience Design, User Research, Design and Product, Interactive Design, People Analysis, Product Design, Software Testing",user interface design human computer interaction user experience research and design user experience design user research design and product interactive design people analysis product design software testing intermediate
Write Your First Novel,https://www.coursera.org/learn/write-your-first-novel,,,Paid,,,
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://www.coursera.org/learn/algorithms-divide-conquer,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms Course by Stanford University, by 4.8 stars, by 5.2K reviews, provide skills Algorithms, Theoretical Computer Science, Computational Thinking etc... Intermediate level 1 - 4 Weeks",Intermediate,Paid,4.8,"Algorithms, Theoretical Computer Science, Computational Thinking, Computer Programming, Critical Thinking, Mathematics, Problem Solving, Computational Logic, Mathematical Theory & Analysis, Programming Principles",divide and conquer sorting and searching and randomized algorithms algorithms theoretical computer science computational thinking computer programming critical thinking mathematics problem solving computational logic mathematical theory  analysis programming principles intermediate
Introduction to Microsoft Azure Cloud Services,https://www.coursera.org/learn/microsoft-azure-cloud-services,"Introduction to Microsoft Azure Cloud Services Course by Microsoft, by 4.6 stars, by 1.9K reviews, provide skills Cloud Applications, Cloud Computing, Cloud Infrastructure etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.6,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Cloud Storage, Databases, DevOps",introduction to microsoft azure cloud services cloud applications cloud computing cloud infrastructure microsoft azure cloud management cloud platforms cloud standards cloud-based integration software as a service cloud storage databases devops beginner
Marketing with TikTok,https://www.coursera.org/specializations/marketing-with-tiktok,"Marketing with TikTok Specialization by Aptly, by 4.7 stars, by 118 reviews, provide skills Marketing, Social Media, Digital Marketing etc... Beginner level 1 - 3 Months",Beginner,Paid,4.7,"Marketing, Social Media, Digital Marketing, Media Strategy & Planning, Advertising Sales, Media Production, E-Commerce, Sales, Strategy, Market Analysis",marketing with tiktok marketing social media digital marketing media strategy  planning advertising sales media production e-commerce sales strategy market analysis beginner
Google Proje Yönetimi,https://www.coursera.org/professional-certificates/google-proje-yonetimi,"Google Proje Yönetimi Professional Certificate by Google, by 4.9 stars, by 873 reviews, provide skills Leadership and Management, Project Management, Strategy and Operations etc... Beginner level 3 - 6 Months",Beginner,Paid,4.9,"Leadership and Management, Project Management, Strategy and Operations, Communication, Planning, Critical Thinking, Change Management, Prospecting and Qualification, Risk Management, Strategy, Operating Systems, Scrum (Software Development), Programming Principles, Business Research, General Statistics, Operational Analysis, People Analysis, Product Development, Product Management, User Experience Design, Basic Descriptive Statistics, Finance, Organizational Development, Problem Solving, Budget Management, Business Development, Computational Thinking, Cost Accounting, Other Web Frameworks, Performance Management",google proje yönetimi leadership and management project management strategy and operations communication planning critical thinking change management prospecting and qualification risk management strategy operating systems scrum (software development) programming principles business research general statistics operational analysis people analysis product development product management user experience design basic descriptive statistics finance organizational development problem solving budget management business development computational thinking cost accounting other web frameworks performance management beginner
Regression Analysis: Simplify Complex Data Relationships,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,"Regression Analysis: Simplify Complex Data Relationships Course by Google, by 4.7 stars, by 270 reviews, provide skills Python Programming, Regression, Statistical Analysis etc... Advanced level 1 - 3 Months",Advanced,Paid,4.7,"Python Programming, Regression, Statistical Analysis",regression analysis simplify complex data relationships python programming regression statistical analysis advanced
Introduction to Cybersecurity Fundamentals,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,"Introduction to Cybersecurity Fundamentals new free Course by Coursera Instructor Network, by 4.6 stars, by 49 reviews, provide skills Computer Security Incident Management etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.6,Computer Security Incident Management,introduction to cybersecurity fundamentals computer security incident management beginner
Building Your Leadership Skills,https://www.coursera.org/learn/leadership-skills,"Building Your Leadership Skills Course by HEC Paris, by 4.6 stars, by 2.7K reviews, provide skills Human Resources, Leadership Development, Leadership and Management etc... Mixed level 1 - 4 Weeks",All,Paid,4.6,"Human Resources, Leadership Development, Leadership and Management, Communication, Emotional Intelligence, Adaptability, Business Psychology, Entrepreneurship",building your leadership skills human resources leadership development leadership and management communication emotional intelligence adaptability business psychology entrepreneurship all
Réussir le Changement,https://www.coursera.org/learn/reussir-le-changement,"Réussir le Changement free Course by ESSEC Business School, by 4.5 stars, by 1.9K reviews, provide skills Change Management, Leadership and Management, Project Management etc... Mixed level 1 - 3 Months",All,Paid,4.5,"Change Management, Leadership and Management, Project Management, Strategy, Communication, Strategy and Operations, Organizational Development, People Management, Business Transformation, Performance Management",réussir le changement change management leadership and management project management strategy communication strategy and operations organizational development people management business transformation performance management all
Improving Communication Skills,https://www.coursera.org/learn/wharton-communication-skills,"Improving Communication Skills Course by University of Pennsylvania, by 4.7 stars, by 1.9K reviews, provide skills Communication, Negotiation etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.7,"Communication, Negotiation",improving communication skills communication negotiation beginner
HTML and CSS in depth,https://www.coursera.org/learn/html-and-css-in-depth,"HTML and CSS in depth Course by Meta, by 4.7 stars, by 1.4K reviews, provide skills Front-End Web Development, HTML and CSS, Javascript etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.7,"Front-End Web Development, HTML and CSS, Javascript, React (web framework), Web Design, Web Development",html and css in depth front-end web development html and css javascript react (web framework) web design web development beginner
Deploying Machine Learning Models in Production,https://www.coursera.org/learn/deploying-machine-learning-models-in-production,"Deploying Machine Learning Models in Production Course by DeepLearning.AI, by 4.5 stars, by 315 reviews, provide skills Applied Machine Learning, DevOps, Devops Tools etc... Advanced level 1 - 4 Weeks",Advanced,Paid,4.5,"Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Deep Learning, Google Cloud Platform, Other Cloud Platforms and Tools, Performance Management, Strategy and Operations, Tensorflow, Kubernetes",deploying machine learning models in production applied machine learning devops devops tools machine learning machine learning software deep learning google cloud platform other cloud platforms and tools performance management strategy and operations tensorflow kubernetes advanced
Certified Business Analysis Professional™ (CBAP®),https://www.coursera.org/specializations/certified-business-analysis-professional-cbap,"Certified Business Analysis Professional™ (CBAP®) new Specialization by Starweaver, by 4.8 stars, by 19 reviews, provide skills Adaptability, Collaboration, Communication etc... Intermediate level 3 - 6 Months",Intermediate,Paid,4.8,"Adaptability, Collaboration, Communication, Planning, Strategy",certified business analysis professional™ (cbap®) adaptability collaboration communication planning strategy intermediate
The Pronunciation of American English,https://www.coursera.org/specializations/american-english-pronunciation,"The Pronunciation of American English Specialization by University of California, Irvine, by 4.8 stars, by 990 reviews, provide skills Communication etc... Beginner level 3 - 6 Months",Beginner,Paid,4.8,Communication,the pronunciation of american english communication beginner
Google サイバーセキュリティ,https://www.coursera.org/professional-certificates/google-cybersecurity-jp,,,Paid,,,
Accounting: Principles of Financial Accounting,https://www.coursera.org/learn/financial-accounting,"Accounting: Principles of Financial Accounting Course by IESE Business School, by 4.8 stars, by 3K reviews, provide skills Accounting, Financial Accounting, Finance etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.8,"Accounting, Financial Accounting, Finance",accounting principles of financial accounting accounting financial accounting finance beginner
Instructional Methods in Health Professions Education,https://www.coursera.org/learn/instructional-methods-education,,,Paid,,,
Become a Journalist: Report the News!,https://www.coursera.org/specializations/become-a-journalist,"Become a Journalist: Report the News! Specialization by Michigan State University, by 4.7 stars, by 1.6K reviews, provide skills Journalism, Communication, Writing etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Journalism, Communication, Writing",become a journalist report the news! journalism communication writing beginner
